regulation_project_id;Срок, в течение которого разработчиком принимались предложения в связи проведением публичного обсуждения проекта акта
63798;[o_19_2_2]
63800;12.04.2017
63800;19.05.2017
63801;[o_19_2_1]
63801;[o_19_2_2]
63810;[o_13_2_1]
63810;[o_13_2_2]
63834;[o_19_2_1]
63834;[o_19_2_2]
63842;[o_13_2_1]
63842;[o_13_2_2]
63843;-
63843;-
63861;[o_19_2_1]
63861;[o_19_2_2]
63880;[o_13_2_1]
63880;[o_13_2_2]
63886;[o_13_2_1]
63886;[o_13_2_2]
63897;[o_19_2_1]
63897;[o_19_2_2]
63918;[o_13_2_1]
63918;[o_13_2_2]
63923;[o_13_2_1]
63923;[o_13_2_2]
63926;[o_19_2_1]
63926;[o_19_2_2]
63937;[o_19_2_1]
63937;[o_19_2_2]
63938;[o_19_2_1]
63938;[o_19_2_2]
63968;[o_13_2_1]
63968;[o_13_2_2]
63971;[o_13_2_1]
63971;[o_13_2_2]
63972;[o_13_2_1]
63972;[o_13_2_2]
63975;[o_13_2_1]
63975;[o_13_2_2]
63978;[o_19_2_1]
63978;[o_19_2_2]
63989;[o_13_2_1]
63989;[o_13_2_2]
63994;-
63994;-
64001;[o_ | 20 | _2_1]
64001;[o_ | 20 | _2_2]
64013;27.02.2020
64013;06.03.2020
64014;[o_13_2_1]
64014;[o_13_2_2]
64031;[o_ | 20 | _2_1]
64031;[o_ | 20 | _2_2]
64036;[o_19_2_1]
64036;[o_19_2_2]
64057;[o_19_2_1]
64057;[o_19_2_2]
64078;[o_13_2_1]
64078;[o_13_2_2]
64084;[o_19_2_1]
64084;[o_19_2_2]
64087;[o_13_2_1]
64087;[o_13_2_2]
64104;[o_13_2_1]
64104;[o_13_2_2]
64106;[o_19_2_1]
64106;[o_19_2_2]
64107;[o_19_2_1]
64107;[o_19_2_2]
64108;[o_13_2_1]
64108;[o_13_2_2]
64109;[o_13_2_1]
64109;[o_13_2_2]
64118;[o_19_2_1]
64118;[o_19_2_2]
64124;1 декабря 2017 г.
64124;9 февраля 2018 г.
64133;[o_ | 20 | _2_1]
64133;[o_ | 20 | _2_2]
64136;[o_ | 20 | _2_1]
64136;[o_ | 20 | _2_2]
64140;[o_19_2_1]
64140;[o_19_2_2]
64160;[o_19_2_1]
64160;[o_19_2_2]
64180;[o_19_2_1]
64180;[o_19_2_2]
64181;17 мая 2017 г.
64181;26 мая 2017 г.
64219;29.05.2017
64219;09.06.2017
64221;[o_19_2_1]
64221;[o_19_2_2]
64223;[o_13_2_1]
64223;[o_13_2_2]
64231;[o_13_2_1]
64231;[o_13_2_2]
64251;[o_19_2_1]
64251;[o_19_2_2]
64254;[o_19_2_1]
64254;[o_19_2_2]
64261;2017 г.
64261;2017 г.
64263;[o_19_2_1]
64263;[o_19_2_2]
64293;[o_13_2_1]
64293;[o_13_2_2]
64322;21.06.2018
64322;21.06.2018
64340;[o_13_2_1]
64340;[o_13_2_2]
64363;[o_ | 20 | _2_1]
64363;[o_ | 20 | _2_2]
64366;09 августа 2017 г.
64366;22 августа 2017 г.
64379;[o_19_2_1]
64379;[o_19_2_2]
64389;[o_13_2_1]
64389;[o_13_2_2]
64403;[o_13_2_1]
64403;[o_13_2_2]
64408;[o_13_2_1]
64408;[o_13_2_2]
64410;[o_19_2_1]
64410;[o_19_2_2]
64413;31.07.2017
64413;25.08.2017
64424;25.04.2017
64424;26.05.2017
64428;[o_13_2_1]
64428;[o_13_2_2]
64429;[o_13_2_1]
64429;[o_13_2_2]
64434;4 сентября 2017 г.
64434;15 сентября 2017 г.
64455;[o_13_2_1]
64455;[o_13_2_2]
64459;[o_19_2_1]
64459;[o_19_2_2]
64464;[o_13_2_1]
64464;[o_13_2_2]
64466;[o_13_2_1]
64466;[o_13_2_2]
64469;[o_13_2_1]
64469;[o_13_2_2]
64474;[o_19_2_1]
64474;[o_19_2_2]
64502;[o_ | 20 | _2_1]
64502;[o_ | 20 | _2_2]
64514;[o_ | 20 | _2_1]
64514;[o_ | 20 | _2_2]
64524;[o_13_2_1]
64524;[o_13_2_2]
64533;28.04.2017
64533;30.05.2017
64538;[o_19_2_1]
64538;[o_19_2_2]
64555;[o_ | 20 | _2_1]
64555;[o_ | 20 | _2_2]
64559;02.05.2017
64559;17.05.2017
64562;[o_19_2_1]
64562;[o_19_2_2]
64573;01.09.2017
64573;14.09.2017
64574;[o_19_2_1]
64574;[o_19_2_2]
64577;[o_19_2_1]
64577;[o_19_2_2]
64586;[o_13_2_1]
64586;[o_13_2_2]
64591;[o_19_2_1]
64591;[o_19_2_2]
64599;май 2017 г.
64599;июнь 2017 г.
64604;2017 г.
64604;2017 г.
64607;[o_19_2_1]
64607;[o_19_2_2]
64613;[o_ | 20 | _2_1]
64613;[o_ | 20 | _2_2]
64618;31.05.2017
64618;28.06.2017
64630;[o_19_2_1]
64630;[o_19_2_2]
64632;[o_19_2_1]
64632;[o_19_2_2]
64634;[o_19_2_1]
64634;[o_19_2_2]
64648;07.06.2017
64648;04.07.2017
64653;-
64653;-
64656;[o_19_2_1]
64656;[o_19_2_2]
64659;[o_19_2_1]
64659;[o_19_2_2]
64672;[o_13_2_1]
64672;[o_13_2_2]
65673;[o_19_2_1]
65673;[o_19_2_2]
65679;[o_13_2_1]
65679;[o_13_2_2]
65684;05 июня 2017 г.
65684;03 июля 2017 г.
65688;[o_13_2_1]
65688;[o_13_2_2]
65725;[o_19_2_1]
65725;[o_19_2_2]
65740;[o_13_2_1]
65740;[o_13_2_2]
65823;[o_19_2_1]
65823;[o_19_2_2]
65829;[o_19_2_1]
65829;[o_19_2_2]
65833;[o_13_2_1]
65833;[o_13_2_2]
65843;[o_19_2_1]
65843;[o_19_2_2]
65844;[o_19_2_1]
65844;[o_19_2_2]
65854;Информация уточняется.
65854;Информация уточняется.
65951;[o_19_2_1]
65951;[o_19_2_2]
65956;[o_19_2_1]
65956;[o_19_2_2]
65969;[o_19_2_1]
65969;[o_19_2_2]
65971;[o_19_2_1]
65971;[o_19_2_2]
65972;[o_19_2_1]
65972;[o_19_2_2]
65975;[o_19_2_1]
65975;[o_19_2_2]
65977;[o_19_2_1]
65977;[o_19_2_2]
65983;26/05/2017
65983;08/06/2017
65996;[o_19_2_1]
65996;[o_19_2_2]
65999;[o_19_2_1]
65999;[o_19_2_2]
66001;[o_19_2_1]
66001;[o_19_2_2]
66041;[o_13_2_1]
66041;[o_13_2_2]
66048;[o_ | 20 | _2_1]
66048;[o_ | 20 | _2_2]
66049;[o_13_2_1]
66049;[o_13_2_2]
66059;[o_13_2_1]
66059;[o_13_2_2]
66090;[o_19_2_1]
66090;[o_19_2_2]
66151;[o_13_2_1]
66151;[o_13_2_2]
66184;[o_13_2_1]
66184;[o_13_2_2]
66185;[o_13_2_1]
66185;[o_13_2_2]
66189;[o_13_2_1]
66189;[o_13_2_2]
66202;16 мая 2017
66202;30 мая 2017
66206;[o_19_2_1]
66206;[o_19_2_2]
66226;[o_19_2_1]
66226;[o_19_2_2]
66230;[o_19_2_1]
66230;[o_19_2_2]
66248;[o_19_2_1]
66248;[o_19_2_2]
66254;[o_19_2_1]
66254;[o_19_2_2]
66255;[o_19_2_1]
66255;[o_19_2_2]
66256;[o_13_2_1]
66256;[o_13_2_2]
66259;[o_13_2_1]
66259;[o_13_2_2]
66260;[o_19_2_1]
66260;[o_19_2_2]
66279;[o_19_2_1]
66279;[o_19_2_2]
66302;[o_19_2_1]
66302;[o_19_2_2]
66303;[o_19_2_1]
66303;[o_19_2_2]
66309;19.05.2017
66309; 27.06.2017
66327;[o_19_2_1]
66327;[o_19_2_2]
66391;[o_13_2_1]
66391;[o_13_2_2]
66394;[o_19_2_1]
66394;[o_19_2_2]
66396; 
66396; 
66400;[o_19_2_1]
66400;[o_19_2_2]
66401;мая 2017
66401; 
66415;[o_19_2_1]
66415;[o_19_2_2]
66469;[o_13_2_1]
66469;[o_13_2_2]
66476;мая 2017
66476;[o_19_2_2]
66578;[o_13_2_1]
66578;[o_13_2_2]
66581;[o_13_2_1]
66581;[o_13_2_2]
66602;[o_13_2_1]
66602;[o_13_2_2]
66619; 
66619; 
66620;[o_19_2_1]
66620;[o_19_2_2]
66652;[o_13_2_1]
66652;[o_13_2_2]
66661;26 мая 2017 г.
66661;08 июня 2017 г.
66668;[o_13_2_1]
66668;[o_13_2_2]
66675;[o_ | 20 | _2_1]
66675;[o_ | 20 | _2_2]
66681;[o_ | 20 | _2_1]
66681;[o_ | 20 | _2_2]
66713;[o_19_2_1]
66713;[o_19_2_2]
66721;[o_19_2_1]
66721;[o_19_2_2]
66734;[o_19_2_1]
66734;[o_19_2_2]
66745;[o_19_2_1]
66745;[o_19_2_2]
66756;[o_19_2_1]
66756;[o_19_2_2]
66760;[o_19_2_1]
66760;[o_19_2_2]
66764;29 марта 2018 г.
66764;11 апреля 218 г.
66768;[o_ | 20 | _2_1]
66768;[o_ | 20 | _2_2]
66774;10 апреля 2018 г.
66774;19 апреля 2018 г.
66789;[o_19_2_1]
66789;[o_19_2_2]
66797;[o_13_2_1]
66797;[o_13_2_2]
66802;[o_19_2_1]
66802;[o_19_2_2]
66803;[o_19_2_1]
66803;[o_19_2_2]
66805;[o_13_2_1]
66805;[o_13_2_2]
66839;[o_19_2_1]
66839;[o_19_2_2]
66843;[o_19_2_1]
66843;[o_19_2_2]
66849;[o_19_2_1]
66849;[o_19_2_2]
66850;[o_19_2_1]
66850;[o_19_2_2]
66856;[o_19_2_1]
66856;[o_19_2_2]
66863;[o_13_2_1]
66863;[o_13_2_2]
66867;[o_19_2_1]
66867;[o_19_2_2]
66872;июнь 2017 г.
66872;июль 2017 г.
66891; 
66891; 
66903;[o_19_2_1]
66903;[o_19_2_2]
66921;[o_19_2_1]
66921;[o_19_2_2]
66959;[o_ | 20 | _2_1]
66959;[o_ | 20 | _2_2]
66971;[o_13_2_1]
66971;[o_13_2_2]
67001;[o_19_2_1]
67001;[o_19_2_2]
67032;[o_19_2_1]
67032;[o_19_2_2]
67040;[o_19_2_1]
67040;[o_19_2_2]
67043;[o_ | 20 | _2_1]
67043;[o_ | 20 | _2_2]
67056;[o_ | 20 | _2_1]
67056;[o_ | 20 | _2_2]
67059;[o_19_2_1]
67059;[o_19_2_2]
67063;[o_13_2_1]
67063;[o_13_2_2]
67065;[o_19_2_1]
67065;[o_19_2_2]
67066;[o_19_2_1]
67066;[o_19_2_2]
67088;[o_19_2_1]
67088;[o_19_2_2]
67102;[o_19_2_1]
67102;[o_19_2_2]
67125;[o_13_2_1]
67125;[o_13_2_2]
67142;14.06.2017
67142;05.07.2017
67161;[o_19_2_1]
67161;[o_19_2_2]
67189;[o_19_2_1]
67189;[o_19_2_2]
67194;[o_13_2_1]
67194;[o_13_2_2]
67197;[o_ | 20 | _2_1]
67197;[o_ | 20 | _2_2]
67203;[o_13_2_1]
67203;[o_13_2_2]
67205;[o_19_2_1]
67205;[o_19_2_2]
67214;[o_13_2_1]
67214;[o_13_2_2]
67217;[o_13_2_1]
67217;[o_13_2_2]
67218;[o_13_2_1]
67218;[o_13_2_2]
67219;[o_19_2_1]
67219;[o_19_2_2]
67232;[o_19_2_1]
67232;[o_19_2_2]
67249;[o_19_2_1]
67249;[o_19_2_2]
67291;[o_ | 20 | _2_1]
67291;[o_ | 20 | _2_2]
67338;19 июня 2017 г.
67338;30 июня 2017 г.
67344;3 июля 2017 г.
67344;14 июля 2017 г.
67356;[o_19_2_1]
67356;[o_19_2_2]
67382;[o_19_2_1]
67382;[o_19_2_2]
67384;[o_13_2_1]
67384;[o_13_2_2]
67389;[o_13_2_1]
67389;[o_13_2_2]
67411;[o_19_2_1]
67411;[o_19_2_2]
67418;[o_19_2_1]
67418;[o_19_2_2]
67472;[o_13_2_1]
67472;[o_13_2_2]
67482;24.01.2017
67482;07.02.2017
67504;[o_19_2_1]
67504;[o_19_2_2]
67512;[o_19_2_1]
67512;[o_19_2_2]
67520;[o_13_2_1]
67520;[o_13_2_2]
67567;[o_13_2_1]
67567;[o_13_2_2]
67569;[o_13_2_1]
67569;[o_13_2_2]
67570;[o_19_2_1]
67570;[o_19_2_2]
67580;мая 2017
67580; 
67584;[o_ | 20 | _2_1]
67584;[o_ | 20 | _2_2]
67591;июня 2017
67591;2017
67627;[o_13_2_1]
67627;[o_13_2_2]
67633;23.06.2017
67633;06.07.2017
67641;[o_19_2_1]
67641;[o_19_2_2]
67658;[o_19_2_1]
67658;[o_19_2_2]
67677;[o_19_2_1]
67677;[o_19_2_2]
67678;[o_19_2_1]
67678;[o_19_2_2]
67679;[o_19_2_1]
67679;[o_19_2_2]
67683;[o_ | 20 | _2_1]
67683;[o_ | 20 | _2_2]
67686;[o_13_2_1]
67686;[o_13_2_2]
67700;7  июля  2017 г.
67700;22  июля  2017 г
67705;[o_13_2_1]
67705;[o_13_2_2]
67706;[o_13_2_1]
67706;[o_13_2_2]
67719;[o_19_2_1]
67719;[o_19_2_2]
67726;[o_19_2_1]
67726;[o_19_2_2]
67759;[o_19_2_1]
67759;[o_19_2_2]
67764;[o_ | 20 | _2_1]
67764;[o_ | 20 | _2_2]
67773;[o_19_2_1]
67773;[o_19_2_2]
67774;[o_19_2_1]
67774;[o_19_2_2]
67784;[o_19_2_1]
67784;[o_19_2_2]
67786;[o_19_2_1]
67786;[o_19_2_2]
67794;[o_19_2_1]
67794;[o_19_2_2]
67795;[o_19_2_1]
67795;[o_19_2_2]
67802;[o_19_2_1]
67802;[o_19_2_2]
67812;[o_19_2_1]
67812;[o_19_2_2]
67854;[o_13_2_1]
67854;[o_13_2_2]
67866;[o_13_2_1]
67866;[o_13_2_2]
67890;[o_19_2_1]
67890;[o_19_2_2]
67905;[o_13_2_1]
67905;[o_13_2_2]
67913;12.12.2017
67913;11.01.2018
67931;[o_19_2_1]
67931;[o_19_2_2]
67954;[o_13_2_1]
67954;[o_13_2_2]
67965;[o_13_2_1]
67965;[o_13_2_2]
67967;[o_ | 20 | _2_1]
67967;[o_ | 20 | _2_2]
67968;[o_13_2_1]
67968;[o_13_2_2]
67969;19.07.2017
67969;15.08.2017
67976;[o_ | 20 | _2_1]
67976;[o_ | 20 | _2_2]
67984;[o_19_2_1]
67984;[o_19_2_2]
67990;[o_19_2_1]
67990;[o_19_2_2]
67999;[o_19_2_1]
67999;[o_19_2_2]
68000;[o_19_2_1]
68000;[o_19_2_2]
68046;[o_13_2_1]
68046;[o_13_2_2]
68048;[o_19_2_1]
68048;[o_19_2_2]
68049;[o_19_2_1]
68049;[o_19_2_2]
68058;[o_19_2_1]
68058;[o_19_2_2]
68069;[o_13_2_1]
68069;[o_13_2_2]
68078;[o_13_2_1]
68078;[o_13_2_2]
68082;[o_ | 20 | _2_1]
68082;[o_ | 20 | _2_2]
68085;[o_13_2_1]
68085;[o_13_2_2]
68088;[o_19_2_1]
68088;[o_19_2_2]
68098;мая 2017
68098;[o_13_2_2]
68138;[o_13_2_1]
68138;[o_13_2_2]
68162;[o_19_2_1]
68162;[o_19_2_2]
68164;[o_19_2_1]
68164;[o_19_2_2]
68168;[o_19_2_1]
68168;[o_19_2_2]
68181;[o_19_2_1]
68181;[o_19_2_2]
68186;-
68186;-
68205;[o_13_2_1]
68205;[o_13_2_2]
68224;[o_19_2_1]
68224;[o_19_2_2]
68227;[o_ | 20 | _2_1]
68227;[o_ | 20 | _2_2]
68228;[o_19_2_1]
68228;[o_19_2_2]
68233;[o_19_2_1]
68233;[o_19_2_2]
68237;[o_19_2_1]
68237;[o_19_2_2]
68239;[o_19_2_1]
68239;[o_19_2_2]
68269;[o_13_2_1]
68269;[o_13_2_2]
68279;[o_13_2_1]
68279;[o_13_2_2]
68289;июля 2017 г.
68289;2017 г.
68307;[o_13_2_1]
68307;[o_13_2_2]
68316;[o_13_2_1]
68316;[o_13_2_2]
68331;14/07/2017
68331;11/08/2017
68389;[o_13_2_1]
68389;[o_13_2_2]
68392;[o_19_2_1]
68392;[o_19_2_2]
68393;18.04.2019
68393;28.04.2019
68399;[o_ | 20 | _2_1]
68399;[o_ | 20 | _2_2]
68400;[o_13_2_1]
68400;[o_13_2_2]
68406;[o_19_2_1]
68406;[o_19_2_2]
68412;[o_13_2_1]
68412;[o_13_2_2]
68422;[o_19_2_1]
68422;[o_19_2_2]
68423;[o_13_2_1]
68423;[o_13_2_2]
68429;[o_19_2_1]
68429;[o_19_2_2]
68454;08.12.2017
68454;28.12.2017
68455;[o_19_2_1]
68455;[o_19_2_2]
68457;[o_13_2_1]
68457;[o_13_2_2]
69457;[o_13_2_1]
69457;[o_13_2_2]
69458;[o_19_2_1]
69458;[o_19_2_2]
69463;[o_19_2_1]
69463;[o_19_2_2]
69471;18/09/2017
69471;02/10/2017
69486;[o_19_2_1]
69486;[o_19_2_2]
69494;[o_19_2_1]
69494;[o_19_2_2]
69495;[o_19_2_1]
69495;[o_19_2_2]
69508;[o_19_2_1]
69508;[o_19_2_2]
69522;[o_13_2_1]
69522;[o_13_2_2]
69531;2017 г.
69531;2017 г.
69535;[o_19_2_1]
69535;[o_19_2_2]
69543;[o_19_2_1]
69543;[o_19_2_2]
69547;[o_19_2_1]
69547;[o_19_2_2]
69548;[o_13_2_1]
69548;[o_13_2_2]
69555;[o_19_2_1]
69555;[o_19_2_2]
69593;[o_13_2_1]
69593;[o_13_2_2]
69602;[o_ | 20 | _2_1]
69602;[o_ | 20 | _2_2]
69617; 
69617;[o_13_2_2]
69626;[o_13_2_1]
69626;[o_13_2_2]
69641;[o_13_2_1]
69641;[o_13_2_2]
69658;[o_19_2_1]
69658;[o_19_2_2]
69659;[o_19_2_1]
69659;[o_19_2_2]
69660;[o_13_2_1]
69660;[o_13_2_2]
69664;[o_19_2_1]
69664;[o_19_2_2]
69666;[o_ | 20 | _2_1]
69666;[o_ | 20 | _2_2]
69670;[o_13_2_1]
69670;[o_13_2_2]
69682;24.07.2017
69682;24.07.2017
69684;15.08.2017
69684;03.09.2017
69685;[o_19_2_1]
69685;[o_19_2_2]
69689;[o_19_2_1]
69689;[o_19_2_2]
69700;[o_19_2_1]
69700;[o_19_2_2]
69721;[o_13_2_1]
69721;[o_13_2_2]
69722;[o_19_2_1]
69722;[o_19_2_2]
69727;[o_19_2_1]
69727;[o_19_2_2]
69728;[o_19_2_1]
69728;[o_19_2_2]
69730;[o_19_2_1]
69730;[o_19_2_2]
69734;[o_ | 20 | _2_1]
69734;[o_ | 20 | _2_2]
69738;нет
69738;нет
69739;[o_19_2_1]
69739;[o_19_2_2]
69742;[o_19_2_1]
69742;[o_19_2_2]
69744;[o_13_2_1]
69744;[o_13_2_2]
69749; 
69749; 
69751;22.08.2018
69751;[o_13_2_2]
69754;[o_19_2_1]
69754;[o_19_2_2]
69758;[o_19_2_1]
69758;[o_19_2_2]
69760;[o_19_2_1]
69760;[o_19_2_2]
69769;[o_19_2_1]
69769;[o_19_2_2]
69770;[o_19_2_1]
69770;[o_19_2_2]
69827;[o_13_2_1]
69827;[o_13_2_2]
69830;[o_13_2_1]
69830;[o_13_2_2]
69844;[o_19_2_1]
69844;[o_19_2_2]
69847;[o_19_2_1]
69847;[o_19_2_2]
69848;[o_19_2_1]
69848;[o_19_2_2]
69857;[o_13_2_1]
69857;[o_13_2_2]
69871;29.08.2017
69871;18.09.2017
69880;[o_ | 20 | _2_1]
69880;[o_ | 20 | _2_2]
69881;[o_13_2_1]
69881;[o_13_2_2]
69892;01.08.2017
69892;14.08.2017
69898;[o_19_2_1]
69898;[o_19_2_2]
69906;[o_19_2_1]
69906;[o_19_2_2]
69907;20 ноября 2017 г.
69907;8 декабря 2017 г.
69918;[o_13_2_1]
69918;[o_13_2_2]
69926;[o_13_2_1]
69926;[o_13_2_2]
69930;[o_19_2_1]
69930;[o_19_2_2]
69934;[o_13_2_1]
69934;[o_13_2_2]
69936;[o_19_2_1]
69936;[o_19_2_2]
69946;[o_13_2_1]
69946;[o_13_2_2]
69947;[o_19_2_1]
69947;[o_19_2_2]
69951;[o_19_2_1]
69951;[o_19_2_2]
69953;[o_19_2_1]
69953;[o_19_2_2]
69955;-
69955;-
69959;[o_13_2_1]
69959;[o_13_2_2]
69972;[o_13_2_1]
69972;[o_13_2_2]
69975;[o_ | 20 | _2_1]
69975;[o_ | 20 | _2_2]
69980;[o_ | 20 | _2_1]
69980;[o_ | 20 | _2_2]
69988;июля 2017
69988;2017
69989;[o_19_2_1]
69989;[o_19_2_2]
70007;[o_13_2_1]
70007;[o_13_2_2]
70011;[o_19_2_1]
70011;[o_19_2_2]
70023;[o_19_2_1]
70023;[o_19_2_2]
70040;[o_ | 20 | _2_1]
70040;[o_ | 20 | _2_2]
70050;[o_19_2_1]
70050;[o_19_2_2]
70052;[o_13_2_1]
70052;[o_13_2_2]
70054;[o_13_2_1]
70054;[o_13_2_2]
70059;[o_13_2_1]
70059;[o_13_2_2]
70068;[o_19_2_1]
70068;[o_19_2_2]
70069;[o_13_2_1]
70069;[o_13_2_2]
70081;[o_13_2_1]
70081;[o_13_2_2]
70082;[o_19_2_1]
70082;[o_19_2_2]
70087;[o_19_2_1]
70087;[o_19_2_2]
70110;[o_19_2_1]
70110;[o_19_2_2]
70118;[o_19_2_1]
70118;[o_19_2_2]
70123;[o_19_2_1]
70123;[o_19_2_2]
70129;[o_19_2_1]
70129;[o_19_2_2]
70133;[o_ | 20 | _2_1]
70133;[o_ | 20 | _2_2]
70139;[o_19_2_1]
70139;[o_19_2_2]
70146;[o_13_2_1]
70146;[o_13_2_2]
70148;[o_19_2_1]
70148;[o_19_2_2]
70154;[o_13_2_1]
70154;[o_13_2_2]
70178;-
70178;-
70181;11 августа 2017 года
70181;[o_13_2_2]
70182;[o_19_2_1]
70182;[o_19_2_2]
70195;[o_ | 20 | _2_1]
70195;[o_ | 20 | _2_2]
70199;[o_13_2_1]
70199;[o_13_2_2]
70218;[o_13_2_1]
70218;[o_13_2_2]
70219;[o_13_2_1]
70219;[o_13_2_2]
70222;[o_19_2_1]
70222;[o_19_2_2]
70226;[o_19_2_1]
70226;[o_19_2_2]
70227;[o_19_2_1]
70227;[o_19_2_2]
70263;[o_19_2_1]
70263;[o_19_2_2]
71277;[o_ | 20 | _2_1]
71277;[o_ | 20 | _2_2]
71287;[o_19_2_1]
71287;[o_19_2_2]
71333;[o_ | 20 | _2_1]
71333;[o_ | 20 | _2_2]
71344;[o_19_2_1]
71344;[o_19_2_2]
71354;[o_13_2_1]
71354;[o_13_2_2]
71369;19.10.2016
71369;02.11.2016
71370;[o_19_2_1]
71370;[o_19_2_2]
71394;- 
71394;- 
71406;[o_13_2_1]
71406;[o_13_2_2]
71420;[o_13_2_1]
71420;[o_13_2_2]
71422;[o_ | 20 | _2_1]
71422;[o_ | 20 | _2_2]
71430;[o_19_2_1]
71430;[o_19_2_2]
71434;[o_13_2_1]
71434;[o_13_2_2]
71435;[o_ | 20 | _2_1]
71435;[o_ | 20 | _2_2]
71438;[o_ | 20 | _2_1]
71438;[o_ | 20 | _2_2]
71440;[o_19_2_1]
71440;[o_19_2_2]
71447;[o_13_2_1]
71447;[o_13_2_2]
71448; 
71448; 
71469;[o_19_2_1]
71469;[o_19_2_2]
71473;[o_19_2_1]
71473;[o_19_2_2]
71474;[o_19_2_1]
71474;[o_19_2_2]
71480;[o_19_2_1]
71480;[o_19_2_2]
71482;[o_19_2_1]
71482;[o_19_2_2]
71483;Отсутствуют
71483;Отсутствуют
71490;24.08.2017
71490;07.09.2017
71492;[o_19_2_1]
71492;[o_19_2_2]
71506;[o_19_2_1]
71506;[o_19_2_2]
71510;3 июня 2016 г.
71510;1 июля 2016 г.
72507;24.09.2018
72507;3.10.2018
72508;[o_ | 20 | _2_1]
72508;[o_ | 20 | _2_2]
72541;[o_19_2_1]
72541;[o_19_2_2]
72545;[o_19_2_1]
72545;[o_19_2_2]
72547;[o_13_2_1]
72547;[o_13_2_2]
72548;25.08.2017
72548;14.08.2017
72549;19 октября 2017 г.
72549;16 ноября 2017 г.
72550;[o_13_2_1]
72550;[o_13_2_2]
72567;[o_19_2_1]
72567;[o_19_2_2]
72573;[o_13_2_1]
72573;[o_13_2_2]
72576;[o_19_2_1]
72576;[o_19_2_2]
72581;[o_19_2_1]
72581;[o_19_2_2]
72582;[o_ | 20 | _2_1]
72582;[o_ | 20 | _2_2]
72594;[o_19_2_1]
72594;[o_19_2_2]
72602;[o_19_2_1]
72602;[o_19_2_2]
72604;[o_19_2_1]
72604;[o_19_2_2]
72605;[o_ | 20 | _2_1]
72605;[o_ | 20 | _2_2]
72610;[o_19_2_1]
72610;[o_19_2_2]
72615;[o_ | 20 | _2_1]
72615;[o_ | 20 | _2_2]
72621;[o_19_2_1]
72621;[o_19_2_2]
72636;[o_ | 20 | _2_1]
72636;[o_ | 20 | _2_2]
72640;[o_19_2_1]
72640;[o_19_2_2]
72651;[o_19_2_1]
72651;[o_19_2_2]
72654;[o_ | 20 | _2_1]
72654;[o_ | 20 | _2_2]
72680;30 августа 2017 г.
72680;[o_13_2_2]
72687;[o_13_2_1]
72687;[o_13_2_2]
72697;[o_19_2_1]
72697;[o_19_2_2]
72698;[o_19_2_1]
72698;[o_19_2_2]
72709;[o_19_2_1]
72709;[o_19_2_2]
72711;[o_19_2_1]
72711;[o_19_2_2]
72721;[o_19_2_1]
72721;[o_19_2_2]
72784;[o_13_2_1]
72784;[o_13_2_2]
72796;нет
72796;нет
72798;[o_ | 20 | _2_1]
72798;[o_ | 20 | _2_2]
72799;[o_19_2_1]
72799;[o_19_2_2]
72800;[o_ | 20 | _2_1]
72800;[o_ | 20 | _2_2]
72801;[o_ | 20 | _2_1]
72801;[o_ | 20 | _2_2]
72802;[o_ | 20 | _2_1]
72802;[o_ | 20 | _2_2]
72804;[o_19_2_1]
72804;[o_19_2_2]
72805;[o_ | 20 | _2_1]
72805;[o_ | 20 | _2_2]
72819;[o_13_2_1]
72819;[o_13_2_2]
72833;[o_19_2_1]
72833;[o_19_2_2]
72858;[o_19_2_1]
72858;[o_19_2_2]
72877;[o_13_2_1]
72877;[o_13_2_2]
72886;[o_13_2_1]
72886;[o_13_2_2]
72890;[o_13_2_1]
72890;[o_13_2_2]
72892;[o_13_2_1]
72892;[o_13_2_2]
72893;[o_13_2_1]
72893;[o_13_2_2]
72895;[o_13_2_1]
72895;[o_13_2_2]
72896;[o_13_2_1]
72896;[o_13_2_2]
72913;[o_13_2_1]
72913;[o_13_2_2]
72936;[o_13_2_1]
72936;[o_13_2_2]
72939;[o_13_2_1]
72939;[o_13_2_2]
72940;[o_19_2_1]
72940;[o_19_2_2]
72941;[o_13_2_1]
72941;[o_13_2_2]
72952;[o_13_2_1]
72952;[o_13_2_2]
72953;[o_13_2_1]
72953;[o_13_2_2]
72954;08.09.2017
72954;27.09.2017
72970;11 декабря 2017 г.
72970;22 декабря 2017 г.
72972;[o_19_2_1]
72972;[o_19_2_2]
72973;[o_19_2_1]
72973;[o_19_2_2]
72975;[o_19_2_1]
72975;[o_19_2_2]
72980;[o_13_2_1]
72980;[o_13_2_2]
73008;[o_ | 20 | _2_1]
73008;[o_ | 20 | _2_2]
73018;11 сентября 2017 г.
73018;29 сентября 2017 г.
73035;[o_13_2_1]
73035;[o_13_2_2]
73060;[o_13_2_1]
73060;[o_13_2_2]
73065;[o_13_2_1]
73065;[o_13_2_2]
73066;[o_13_2_1]
73066;[o_13_2_2]
73069;13.09.2017 г.
73069;03.10.2017 г.
73079;[o_19_2_1]
73079;[o_19_2_2]
73084;[o_ | 20 | _2_1]
73084;[o_ | 20 | _2_2]
73092;мая 2017
73092;[o_19_2_2]
73094;[o_ | 20 | _2_1]
73094;[o_ | 20 | _2_2]
73095;[o_13_2_1]
73095;[o_13_2_2]
73099;[o_ | 20 | _2_1]
73099;[o_ | 20 | _2_2]
73110;[o_13_2_1]
73110;[o_13_2_2]
