regulation_project_id;Оценка структуры регулируемых субъектов по категориям;Количественная (интервальная) оценка;Удельный вес(%)
114912;Малые предприятия;1000;9
114912;Микропредприятия;10000;90
114912;Средние предприятия;100;1
114917;Крупные предприятия;3345;52,1
114917;Малые предприятия;815;12,7
114917;Микропредприятия;321;5
114917;Средние предприятия;1939;30,2
114953;Крупные предприятия;-;-
114953;Малые предприятия;-;-
114953;Микропредприятия;Профессиональные коллекторские организации более 300;-
114953;Средние предприятия;-;-
114955;Крупные предприятия;нет данных;нет данных
114955;Малые предприятия;нет данных;нет данных
114955;Микропредприятия;нет данных;нет данных
114955;Средние предприятия;нет данных;нет данных
114985;Крупные предприятия;4;13,8%
114985;Малые предприятия;2;6,9%
114985;Микропредприятия;17;58,6%
114985;Средние предприятия;6;20,7%
114992;Крупные предприятия;1;3,4 %
114992;Малые предприятия;21;70,4 %
114992;Микропредприятия;3;10,3 %
114992;Средние предприятия;4;13,7 %
115003;Крупные предприятия;0;0
115003;Малые предприятия;1000;9
115003;Микропредприятия;10000;90
115003;Средние предприятия;100;1
115113;Крупные предприятия;Не представляется возможным оценить;Не представляется возможным оценить
115113;Малые предприятия;Не представляется возможным оценить;Не представляется возможным оценить
115113;Микропредприятия;Не представляется возможным оценить;Не представляется возможным оценить
115113;Средние предприятия;Не представляется возможным оценить;Не представляется возможным оценить
115126;Крупные предприятия;Невозможно установить. Будет разрешено при апробации документа.;Невозможно установить. Будет разрешено при апробации документа.
115126;Малые предприятия;Невозможно установить. Будет разрешено при апробации документа.;Невозможно установить. Будет разрешено при апробации документа.
115126;Микропредприятия;Невозможно установить. Будет разрешено при апробации документа.;Невозможно установить. Будет разрешено при апробации документа.
115126;Средние предприятия;Невозможно установить. Будет разрешено при апробации документа.;Невозможно установить. Будет разрешено при апробации документа.
115130;Крупные предприятия;нет;нет
115130;Малые предприятия;6618;100%
115130;Микропредприятия;нет;нет
115130;Средние предприятия;нет;нет
115136;Крупные предприятия;-;-
115136;Малые предприятия;-;-
115136;Микропредприятия;-;-
115136;Средние предприятия;-;-
115142;Крупные предприятия;Не представляеться возможным подсчитать;Не представляеться возможным подсчитать
115142;Малые предприятия;Не представляеться возможным подсчитать;Не представляеться возможным подсчитать
115142;Микропредприятия;Не представляеться возможным подсчитать;Не представляеться возможным подсчитать
115142;Средние предприятия;Не представляеться возможным подсчитать;Не представляеться возможным подсчитать
115146;Крупные предприятия;Не представляется возможным оценить;Не представляется возможным оценить
115146;Малые предприятия;Не представляется возможным оценить;Не представляется возможным оценить
115146;Микропредприятия;Не представляется возможным оценить;Не представляется возможным оценить
115146;Средние предприятия;Не представляется возможным оценить;Не представляется возможным оценить
115159;Крупные предприятия;Информация отсутствует;Информация отсутствует
115159;Малые предприятия;Информация отсутствует;Информация отсутствует
115159;Микропредприятия;Информация отсутствует;Информация отсутствует
115159;Средние предприятия;Информация отсутствует;Информация отсутствует
115166;Крупные предприятия;5;100
115166;Малые предприятия;0;0
115166;Микропредприятия;0;0
115166;Средние предприятия;0;0
115168;Крупные предприятия;-;-
115168;Малые предприятия;-;-
115168;Микропредприятия;-;-
115168;Средние предприятия;-;-
115193;Крупные предприятия;-;-
115193;Малые предприятия;-;-
115193;Микропредприятия;-;-
115193;Средние предприятия;-;-
115218;Крупные предприятия;отсутствует;отсутствует
115218;Малые предприятия;отсутствует;отсутствует
115218;Микропредприятия;отсутствует;отсутствует
115218;Средние предприятия;отсутствует;отсутствует
115277;Крупные предприятия;10886;0,2
115277;Малые предприятия;1901993;24,8
115277;Микропредприятия;5733489;74,8
115277;Средние предприятия;15561;0,2
115282;Крупные предприятия;80%;80%
115282;Малые предприятия;5-7%;5-7%
115282;Микропредприятия;5-7%;5-7%
115282;Средние предприятия;7-10%;7-10%
115307;Крупные предприятия;В области содержания медоносных пчел категоризация хозяйствующих субъектов на малый, средний и крупный бизнес формируется на основании оборота денежных средств, полученных от реализации медоносных пчел и продукции пчеловодства. Указанные данные в Минсельхоз России и (или) Россельхознадзор хозяйствующими субъектами не предоставляются. Кроме того, зачастую содержание медоносных пчел не связано с осуществлением предпринимательской деятельности.;В области содержания медоносных пчел категоризация хозяйствующих субъектов на малый, средний и крупный бизнес формируется на основании оборота денежных средств, полученных от реализации медоносных пчел и продукции пчеловодства. Указанные данные в Минсельхоз России и (или) Россельхознадзор хозяйствующими субъектами не предоставляются. Кроме того, зачастую содержание медоносных пчел не связано с осуществлением предпринимательской деятельности.
115307;Малые предприятия;В области содержания медоносных пчел категоризация хозяйствующих субъектов на малый, средний и крупный бизнес формируется на основании оборота денежных средств, полученных от реализации медоносных пчел и продукции пчеловодства. Указанные данные в Минсельхоз России и (или) Россельхознадзор хозяйствующими субъектами не предоставляются. Кроме того, зачастую содержание медоносных пчел не связано с осуществлением предпринимательской деятельности.;В области содержания медоносных пчел категоризация хозяйствующих субъектов на малый, средний и крупный бизнес формируется на основании оборота денежных средств, полученных от реализации медоносных пчел и продукции пчеловодства. Указанные данные в Минсельхоз России и (или) Россельхознадзор хозяйствующими субъектами не предоставляются. Кроме того, зачастую содержание медоносных пчел не связано с осуществлением предпринимательской деятельности.
115307;Микропредприятия;В области содержания медоносных пчел категоризация хозяйствующих субъектов на малый, средний и крупный бизнес формируется на основании оборота денежных средств, полученных от реализации медоносных пчел и продукции пчеловодства. Указанные данные в Минсельхоз России и (или) Россельхознадзор хозяйствующими субъектами не предоставляются. Кроме того, зачастую содержание медоносных пчел не связано с осуществлением предпринимательской деятельности.;В области содержания медоносных пчел категоризация хозяйствующих субъектов на малый, средний и крупный бизнес формируется на основании оборота денежных средств, полученных от реализации медоносных пчел и продукции пчеловодства. Указанные данные в Минсельхоз России и (или) Россельхознадзор хозяйствующими субъектами не предоставляются. Кроме того, зачастую содержание медоносных пчел не связано с осуществлением предпринимательской деятельности.
115307;Средние предприятия;В области содержания медоносных пчел категоризация хозяйствующих субъектов на малый, средний и крупный бизнес формируется на основании оборота денежных средств, полученных от реализации медоносных пчел и продукции пчеловодства. Указанные данные в Минсельхоз России и (или) Россельхознадзор хозяйствующими субъектами не предоставляются. Кроме того, зачастую содержание медоносных пчел не связано с осуществлением предпринимательской деятельности.;В области содержания медоносных пчел категоризация хозяйствующих субъектов на малый, средний и крупный бизнес формируется на основании оборота денежных средств, полученных от реализации медоносных пчел и продукции пчеловодства. Указанные данные в Минсельхоз России и (или) Россельхознадзор хозяйствующими субъектами не предоставляются. Кроме того, зачастую содержание медоносных пчел не связано с осуществлением предпринимательской деятельности.
115313;Крупные предприятия;более 1;6,5
115313;Малые предприятия;более 2;12,5
115313;Микропредприятия;более 13;81
115313;Средние предприятия;0;0
115325;Крупные предприятия;Информация уточняется;Информация уточняется
115325;Малые предприятия;Информация уточняется;Информация уточняется
115325;Микропредприятия;Информация уточняется;Информация уточняется
115325;Средние предприятия;Информация уточняется;Информация уточняется
115358;Крупные предприятия;данные отсутствуют;данные отсутствуют
115358;Малые предприятия;данные отсутствуют;данные отсутствуют
115358;Микропредприятия;данные отсутствуют;данные отсутствуют
115358;Средние предприятия;данные отсутствуют;данные отсутствуют
115363;Крупные предприятия;не проводился;-
115363;Малые предприятия;не проводился;-
115363;Микропредприятия;не проводился;-
115363;Средние предприятия;не проводился;-
115414;Крупные предприятия;Данные отсутствуют;Данные отсутствуют
115414;Малые предприятия;Данные отсутствуют;Данные отсутствуют
115414;Микропредприятия;Данные отсутствуют;Данные отсутствуют
115414;Средние предприятия;Данные отсутствуют;Данные отсутствуют
115421;Крупные предприятия;Отсутствуют;-
115421;Малые предприятия;Отсутствуют;-
115421;Микропредприятия;Отсутствуют;-
115421;Средние предприятия;Отсутствуют;-
115423;Крупные предприятия;Не проводилась;Не проводилась
115423;Малые предприятия;Не проводилась;Не проводилась
115423;Микропредприятия;Не проводилась;Не проводилась
115423;Средние предприятия;Не проводилась;Не проводилась
115434;Крупные предприятия;-;-
115434;Малые предприятия;-;-
115434;Микропредприятия;-;-
115434;Средние предприятия;-;-
115449;Крупные предприятия;данные отсутствуют;данные отсутствуют
115449;Малые предприятия;данные отсутствуют;данные отсутствуют
115449;Микропредприятия;данные отсутствуют;данные отсутствуют
115449;Средние предприятия;данные отсутствуют;данные отсутствуют
115538;Крупные предприятия;Нет;Нет
115538;Малые предприятия;Нет;Нет
115538;Микропредприятия;Нет;Нет
115538;Средние предприятия;Нет;Нет
115540;Крупные предприятия;отсутствует;-
115540;Малые предприятия;отсутствует;-
115540;Микропредприятия;отсутствует;-
115540;Средние предприятия;отсутствует;-
115574;Крупные предприятия;-;-
115574;Малые предприятия;-;-
115574;Микропредприятия;-;-
115574;Средние предприятия;-;-
115576;Крупные предприятия;нет данных;нет данных
115576;Малые предприятия;нет данных;нет данных
115576;Микропредприятия;нет данных;нет данных
115576;Средние предприятия;нет данных;нет данных
115596;Крупные предприятия;Оценке не поддается;Оценке не поддается
115596;Малые предприятия;Оценке не поддается;Оценке не поддается
115596;Микропредприятия;Оценке не поддается;Оценке не поддается
115596;Средние предприятия;Оценке не поддается;Оценке не поддается
115601;Крупные предприятия;-;-
115601;Малые предприятия;-;-
115601;Микропредприятия;-;-
115601;Средние предприятия;-;-
115613;Крупные предприятия;-;-
115613;Малые предприятия;-;-
115613;Микропредприятия;-;-
115613;Средние предприятия;-;-
115625;Крупные предприятия;217;45
115625;Малые предприятия;156;32
115625;Микропредприятия;73;15
115625;Средние предприятия;38;8
115667;Крупные предприятия;В соответствии с действующим законодательством учет структуры регулируемых субъектов по категориям в информационных системах Ростехнадзора не осуществляется;В соответствии с действующим законодательством учет структуры регулируемых субъектов по категориям в информационных системах Ростехнадзора не осуществляется
115667;Малые предприятия;В соответствии с действующим законодательством учет структуры регулируемых субъектов по категориям в информационных системах Ростехнадзора не осуществляется;В соответствии с действующим законодательством учет структуры регулируемых субъектов по категориям в информационных системах Ростехнадзора не осуществляется
115667;Микропредприятия;В соответствии с действующим законодательством учет структуры регулируемых субъектов по категориям в информационных системах Ростехнадзора не осуществляется;В соответствии с действующим законодательством учет структуры регулируемых субъектов по категориям в информационных системах Ростехнадзора не осуществляется
115667;Средние предприятия;В соответствии с действующим законодательством учет структуры регулируемых субъектов по категориям в информационных системах Ростехнадзора не осуществляется;В соответствии с действующим законодательством учет структуры регулируемых субъектов по категориям в информационных системах Ростехнадзора не осуществляется
115698;Крупные предприятия;-;-
115698;Малые предприятия;-;-
115698;Микропредприятия;-;-
115698;Средние предприятия;-;-
115720;Крупные предприятия;отсутствует;отсутствует
115720;Малые предприятия;отсутствует;отсутствует
115720;Микропредприятия;отсутствует;отсутствует
115720;Средние предприятия;отсутствует;отсутствует
115767;Крупные предприятия;-;-
115767;Малые предприятия;-;-
115767;Микропредприятия;-;-
115767;Средние предприятия;-;-
115801;Крупные предприятия;нет;нет
115801;Малые предприятия;нет;нет
115801;Микропредприятия;нет;нет
115801;Средние предприятия;нет;нет
115827;Крупные предприятия;данные отсутствуют;данные отсутствуют
115827;Малые предприятия;данные отсутствуют;данные отсутствуют
115827;Микропредприятия;данные отсутствуют;данные отсутствуют
115827;Средние предприятия;данные отсутствуют;данные отсутствуют
115845;Крупные предприятия;-;-
115845;Малые предприятия;-;-
115845;Микропредприятия;-;-
115845;Средние предприятия;-;-
115917;Крупные предприятия;Установить принадлежность по-падающих под регулирование субъектов к микропредприятиям, малым, средним и крупным пред-приятиям, не представляется возможным;-
115917;Малые предприятия;Установить принадлежность по-падающих под регулирование субъектов к микропредприятиям, малым, средним и крупным пред-приятиям, не представляется возможным;-
115917;Микропредприятия;Установить принадлежность по-падающих под регулирование субъектов к микропредприятиям, малым, средним и крупным пред-приятиям, не представляется возможным;-
115917;Средние предприятия;Установить принадлежность по-падающих под регулирование субъектов к микропредприятиям, малым, средним и крупным пред-приятиям, не представляется возможным;-
115936;Крупные предприятия;неопределенный круг;не определен
115936;Малые предприятия;неопределенный круг;не определен
115936;Микропредприятия;неопределенный круг;не определен
115936;Средние предприятия;неопределенный круг;не определен
116041;Крупные предприятия;данные отсутствуют;данные отсутствуют
116041;Малые предприятия;данные отсутствуют;данные отсутствуют
116041;Микропредприятия;данные отсутствуют;данные отсутствуют
116041;Средние предприятия;данные отсутствуют;данные отсутствуют
116207;Крупные предприятия;Принимая во внимание, что субъектом правового регулирования являются физические лица, влияния на субъекты малого и среднего предпринимательства оказано не будет.;Принимая во внимание, что субъектом правового регулирования являются физические лица, влияния на субъекты малого и среднего предпринимательства оказано не будет.
116207;Малые предприятия;Принимая во внимание, что субъектом правового регулирования являются физические лица, влияния на субъекты малого и среднего предпринимательства оказано не будет.;Принимая во внимание, что субъектом правового регулирования являются физические лица, влияния на субъекты малого и среднего предпринимательства оказано не будет.
116207;Микропредприятия;Принимая во внимание, что субъектом правового регулирования являются физические лица, влияния на субъекты малого и среднего предпринимательства оказано не будет.;Принимая во внимание, что субъектом правового регулирования являются физические лица, влияния на субъекты малого и среднего предпринимательства оказано не будет.
116207;Средние предприятия;Принимая во внимание, что субъектом правового регулирования являются физические лица, влияния на субъекты малого и среднего предпринимательства оказано не будет.;Принимая во внимание, что субъектом правового регулирования являются физические лица, влияния на субъекты малого и среднего предпринимательства оказано не будет.
116217;Крупные предприятия;Установить принадлежность попадающих под регулирование субъектов к микропредприятиям, малым, средним и крупным предприятиям, не представляется возможным;-
116217;Малые предприятия;Установить принадлежность попадающих под регулирование субъектов к микропредприятиям, малым, средним и крупным предприятиям, не представляется возможным;-
116217;Микропредприятия;Установить принадлежность попадающих под регулирование субъектов к микропредприятиям, малым, средним и крупным предприятиям, не представляется возможным;-
116217;Средние предприятия;Установить принадлежность попадающих под регулирование субъектов к микропредприятиям, малым, средним и крупным предприятиям, не представляется возможным;-
116308;Крупные предприятия;-;-
116308;Малые предприятия;-;-
116308;Микропредприятия;-;-
116308;Средние предприятия;-;-
116317;Крупные предприятия;Информация уточняется;Информация уточняется
116317;Малые предприятия;Информация уточняется;Информация уточняется
116317;Микропредприятия;Информация уточняется;Информация уточняется
116317;Средние предприятия;Информация уточняется;Информация уточняется
116428;Крупные предприятия;Невозможно установить.;Невозможно установить.
116428;Малые предприятия;Невозможно установить.;Невозможно установить.
116428;Микропредприятия;Невозможно установить.;Невозможно установить.
116428;Средние предприятия;Невозможно установить.;Невозможно установить.
116452;Крупные предприятия;нет данных;0
116452;Малые предприятия;нет данных;0
116452;Микропредприятия;нет данных;0
116452;Средние предприятия;нет данных;0
116636;Крупные предприятия;Оценка не производилась;Оценка не производилась
116636;Малые предприятия;Оценка не производилась;Оценка не производилась
116636;Микропредприятия;Оценка не производилась;Оценка не производилась
116636;Средние предприятия;Оценка не производилась;Оценка не производилась
116695;Крупные предприятия;976;6
116695;Малые предприятия;798;47
116695;Микропредприятия;232;14
116695;Средние предприятия;556;33
116728;Крупные предприятия;Нет;0
116728;Малые предприятия;Около 300;15,8
116728;Микропредприятия;Около 200;10,5
116728;Средние предприятия;Более 1400;73,7
116740;Крупные предприятия;нет;нет
116740;Малые предприятия;нет;нет
116740;Микропредприятия;нет;нет
116740;Средние предприятия;нет;нет
116763;Крупные предприятия;Отсутствует;Отсутствует
116763;Малые предприятия;Отсутствует;Отсутствует
116763;Микропредприятия;Отсутствует;Отсутствует
116763;Средние предприятия;Отсутствует;Отсутствует
116792;Крупные предприятия;64;52,57
116792;Малые предприятия;7;6,19
116792;Микропредприятия;40;34,02
116792;Средние предприятия;9;7,22
116809;Крупные предприятия;-;-
116809;Малые предприятия;-;-
116809;Микропредприятия;-;-
116809;Средние предприятия;-;-
116829;Крупные предприятия;70;0,09
116829;Малые предприятия;3051;4,19
116829;Микропредприятия;69 032;94,7
116829;Средние предприятия;746;1,021
116907;Крупные предприятия;15;1
116907;Малые предприятия;1050;70
116907;Микропредприятия;285;19
116907;Средние предприятия;150;10
116926;Крупные предприятия;0;0
116926;Малые предприятия;0;0
116926;Микропредприятия;0;0
116926;Средние предприятия;0;0
116961;Крупные предприятия;-;-
116961;Малые предприятия;-;-
116961;Микропредприятия;-;-
116961;Средние предприятия;-;-
116981;Крупные предприятия;5;0,03%
116981;Малые предприятия;49;32%
116981;Микропредприятия;37;24%
116981;Средние предприятия;60;40%
117001;Крупные предприятия;Отсутствует;Отсутствует
117001;Малые предприятия;Отсутствует;Отсутствует
117001;Микропредприятия;Отсутствует;Отсутствует
117001;Средние предприятия;Отсутствует;Отсутствует
117061;Крупные предприятия;350;43,75%
117061;Малые предприятия;0;0
117061;Микропредприятия;0;0
117061;Средние предприятия;450;56,25%
117103;Крупные предприятия;Нет;Нет
117103;Малые предприятия;Нет;Нет
117103;Микропредприятия;Нет;Нет
117103;Средние предприятия;Нет;Нет
117170;Крупные предприятия;0;0
117170;Малые предприятия;0;0
117170;Микропредприятия;0;0
117170;Средние предприятия;0;0
117224;Крупные предприятия;Информация отсутствует;Информация отсутствует
117224;Малые предприятия;Информация отсутствует;Информация отсутствует
117224;Микропредприятия;Информация отсутствует;Информация отсутствует
117224;Средние предприятия;Информация отсутствует;Информация отсутствует
117232;Крупные предприятия;10886;0,2
117232;Малые предприятия;1901993;24,8
117232;Микропредприятия;5733489;74,8
117232;Средние предприятия;15561;0,2
117247;Крупные предприятия;отсутствует;отсутствует
117247;Малые предприятия;отсутствует;отсутствует
117247;Микропредприятия;отсутствует;отсутствует
117247;Средние предприятия;отсутствует;отсутствует
117248;Крупные предприятия;Не может быть определено;Не может быть определено, менее 10%
117248;Малые предприятия;Не может быть определено;Не может быть определено
117248;Микропредприятия;Не может быть определено;Не может быть определено
117248;Средние предприятия;Не может быть определено;Не может быть определено
117259;Крупные предприятия;нет;0
117259;Малые предприятия;нет;0
117259;Микропредприятия;нет;0
117259;Средние предприятия;нет;0
117305;Крупные предприятия;10886;0,2
117305;Малые предприятия;1901993;24,8
117305;Микропредприятия;5733489;74,8
117305;Средние предприятия;15561;0,2
117327;Крупные предприятия;-;-
117327;Малые предприятия;-;-
117327;Микропредприятия;-;-
117327;Средние предприятия;-;-
117379;Крупные предприятия;Отсутствует;Отсутствует
117379;Малые предприятия;Отсутствует;Отсутствует
117379;Микропредприятия;Отсутствует;Отсутствует
117379;Средние предприятия;Отсутствует;Отсутствует
117410;Крупные предприятия;Невозможно установить. Будет разрешено при апробации документа.;Невозможно установить. Будет разрешено при апробации документа.
117410;Малые предприятия;Невозможно установить. Будет разрешено при апробации документа.;Невозможно установить. Будет разрешено при апробации документа.
117410;Микропредприятия;Невозможно установить. Будет разрешено при апробации документа.;Невозможно установить. Будет разрешено при апробации документа.
117410;Средние предприятия;Невозможно установить. Будет разрешено при апробации документа.;Невозможно установить. Будет разрешено при апробации документа.
117463;Крупные предприятия;Отсутствует;Отсутствует
117463;Малые предприятия;Отсутствует;Отсутствует
117463;Микропредприятия;Отсутствует;Отсутствует
117463;Средние предприятия;Отсутствует;Отсутствует
117556;Крупные предприятия;-;-
117556;Малые предприятия;-;-
117556;Микропредприятия;-;-
117556;Средние предприятия;-;-
117572;Крупные предприятия;отсутствует;100%
117572;Малые предприятия;отсутствует;отсутствует
117572;Микропредприятия;отсутствует;отсутствует
117572;Средние предприятия;отсутствует;отсутствует
117577;Крупные предприятия;Количественная (интервальная) оценка не требуется.;Удельный вес отсутствует.
117577;Малые предприятия;Количественная (интервальная) оценка не требуется.;Удельный вес отсутствует.
117577;Микропредприятия;Количественная (интервальная) оценка не требуется.;Удельный вес отсутствует.
117577;Средние предприятия;Количественная (интервальная) оценка не требуется.;Удельный весотсутствует.
117624;Крупные предприятия;Невозможно установить. Будет разрешено при апробации доку-мента.;Невозможно установить. Будет разрешено при апробации доку-мента.
117624;Малые предприятия;Невозможно установить. Будет разрешено при апробации доку-мента.;Невозможно установить. Будет разрешено при апробации доку-мента.
117624;Микропредприятия;Невозможно установить. Будет разрешено при апробации доку-мента.;Невозможно установить. Будет разрешено при апробации доку-мента.
117624;Средние предприятия;Невозможно установить. Будет разрешено при апробации доку-мента.;Невозможно установить. Будет разрешено при апробации доку-мента.
117629;Крупные предприятия;отсутствует;отсутствует
117629;Малые предприятия;отсутствует;отсутствует
117629;Микропредприятия;отсутствует;отсутствует
117629;Средние предприятия;отсутствует;отсутствует
117661;Крупные предприятия;-;-
117661;Малые предприятия;-;-
117661;Микропредприятия;-;-
117661;Средние предприятия;-;-
117661;Крупные предприятия;-;-
117661;Малые предприятия;-;-
117661;Микропредприятия;-;-
117661;Средние предприятия;-;-
117691;Крупные предприятия;Данные отсутствуют;Данные отсутствуют
117691;Малые предприятия;Данные отсутствуют;Данные отсутствуют
117691;Микропредприятия;Данные отсутствуют;Данные отсутствуют
117691;Средние предприятия;Данные отсутствуют;Данные отсутствуют
117703;Крупные предприятия;12;0,91
117703;Малые предприятия;498;37,96
117703;Микропредприятия;15;1,14
117703;Средние предприятия;787;59,9
117737;Крупные предприятия;-;-
117737;Малые предприятия;-;-
117737;Микропредприятия;-;-
117737;Средние предприятия;-;-
117767;Крупные предприятия;-;-
117767;Малые предприятия;-;-
117767;Микропредприятия;-;--
117767;Средние предприятия;-;-
117790;Крупные предприятия;-;-
117790;Малые предприятия;-;-
117790;Микропредприятия;-;-
117790;Средние предприятия;-;-
117901;Крупные предприятия;-;-
117901;Малые предприятия;-;-
117901;Микропредприятия;-;-
117901;Средние предприятия;-;-
117916;Крупные предприятия;0;0
117916;Малые предприятия;0;0
117916;Микропредприятия;0;0
117916;Средние предприятия;0;0
117929;Крупные предприятия;Все;100
117929;Малые предприятия;Все;100
117929;Микропредприятия;Все;100
117929;Средние предприятия;Все;100
117933;Крупные предприятия;.;.
117933;Малые предприятия;.;.
117933;Микропредприятия;.;.
117933;Средние предприятия;.;.
117978;Крупные предприятия;Установить количество попадающих под регулирование субъектов, относящихся к микропредприятиям, малым, средним и крупным пред-приятиям, не представляется возможным;-
117978;Малые предприятия;Установить количество попадающих под регулирование субъектов, относящихся к микропредприятиям, малым, средним и крупным пред-приятиям, не представляется возможным;-
117978;Микропредприятия;Установить количество попадающих под регулирование субъектов, относящихся к микропредприятиям, малым, средним и крупным пред-приятиям, не представляется возможным;-
