regulation_project_id;Срок, в течение которого разработчиком принимались предложения в связи с размещением уведомления о подготовке проекта акта
108079;нет
108079;нет
108089;08.09.2020
108089;25.09.2020
108107;-
108107;-
108119;нет
108119;нет
108121;-
108121;-
108126;-
108126;-
108131;Отсутствует
108131;Отсутствует
108140;нет
108140;нет
108142;Уведомление не размещалось
108142;Уведомление не размещалось
108143;отсутствует
108143;отсутствует
108150;-
108150;-
108151;09 сентября 2020 г.
108151;22 сентября 2020 г.
108153;-
108153;-
108154;-
108154;-
108156;нет
108156;нет
108171;09.09.2020
108171;30.09.2020
108175;0
108175;0
108176;-
108176;-
108177;28.04.2020
108177;12.05.2020
108180;-
108180;-
108181;-
108181;-
108185;-
108185;-
108186;отсутствует 
108186;отсутствует 
108194;10.09.2020
108194;23.09.2020
108201;Не размещался
108201;Не размещался
108207;-
108207;-
108208;-
108208;-
108211;-
108211;-
108225;-
108225;-
108258;Принято решение не размещать уведомление
108258;Принято решение не размещать уведомление
108268;-
108268;-
108272;14.09.2020
108272;09.10.2020
108273;Уведомление не размещалось по решению разработчика
108273;Уведомление не размещалось по решению разработчика
108288;-
108288;-
108290;-
108290;-
108313;-
108313;-
108322;-
108322;-
108328;15.09.2020
108328;28.09.2020
108329;-
108329;-
108331;-
108331;-
108334;-
108334;-
108336;-
108336;-
108358;-
108358;-
108364;16.09.2020
108364;06.10.2020
108365;16.09.2020
108365;13.10.2020
108382;02.09.2020
108382;16.09.2020
108389;-
108389;-
108391;-
108391;-
108395;-
108395;-
108398;-
108398;-
108399;-
108399;-
108400;нет
108400;нет
108402;-
108402;-
108422;-
108422;-
108423;Нет
108423;Нет
108424;-
108424;-
108425;-
108425;-
108426;-
108426;-
108427;-
108427;-
108430;-
108430;-
108438;27.04.2020
108438;14.05.2020
108444;Разработчиком принято решение об отсутствии необходимости размещения уведомления в информационно-телекоммуникационной сети «Интернет»
108444;Разработчиком принято решение об отсутствии необходимости размещения уведомления в информационно-телекоммуникационной сети «Интернет»
108449;Уведомление не размещалось.
108449;Уведомление не размещалось.
108457;-
108457;-
108460;нет
108460;нет
108466;нет
108466;нет
108467;18.09.2020
108467;16.10.2020
108470;-
108470;-
108481;-
108481;-
108484;-
108484;-
108486;-
108486;-
108487;-
108487;-
108489;18.09.2020
108489;01.10.2020
108490;18.09.2020
108490;01.10.2020
108491;18.09.2020
108491;01.10.2020
108496;-
108496;-
108509;-
108509;-
108511;21.09.2020
108511;09.10.2020
108514;21.09.2020
108514;09.10.2020
108524;-
108524;-
108537;-
108537;-
108551;-
108551;-
108565;-
108565;-
108566;-
108566;-
108575;-
108575;-
108578;«22» сентября 2020 г.
108578;«06» октября 2020 г.
108579;отсутствует 
108579;отсутствует 
108580;«22» сентября 2020 г.
108580;«06» октября 2020 г.
108581;-
108581;-
108582;-
108582;-
108583;отсутствует
108583;отсутствует
108588;23.09.2020
108588;13.10.2020
108592;-
108592;-
108598;-
108598;-
108606;-
108606;-
108607;-
108607;-
108610;отсутствует
108610;отсутствует
108619;-
108619;-
108620;-
108620;-
108623;28.09.2020
108623;07.10.2020
108633;08.10.2020
108633;05.11.2020
108639;08.10.2020
108639;05.11.2020
108663;отсутствуют
108663;отсутствуют
108668;-
108668;-
108673;нет
108673;нет
108676;Уведомление не размещалось 
108676;Уведомление не размещалось 
108680;0
108680;0
108683;-
108683;-
108686;0
108686;0
108698;25.09.2020 
108698;15.10.2020
108701;-
108701;-
108709;-
108709;-
108716; 
108716; 
108725;-
108725;-
108743;.
108743;.
108754;28.09.2020
108754;.10.2020
108758;"Начало – 7 сентября 2020 г.; "
108758;окончание – 21 октября 2020 г.
108760;-
108760;-
108765;28.09.2020
108765;09.10.2020
108772;-
108772;-
108774;-
108774;-
108778;28.09.2020
108778;09.10.2020
108783;28.09.2020 
108783;09.10.2020 
108786;-
108786;-
108787;28.09.2020 
108787;09.10.2020 
108789;28.09.2020
108789;09.10.2020 
108796;Уведомление не размещалось.
108796;Уведомление не размещалось.
